config_id,field_name,value,binding_type,authority_path,authority_sha,evidence_kind,source_backed,degraded,note
formal_8x64_wpr4,word_size,8,DERIVED_FROM_RAW_VARIATION,/data1/qujh/work/external/OpenYield/size_optimization/experiment.py,54a82ebe66bc91eefc6a6dd4435db7a53ce133591c6c632cfda2d6ec2f3dd4e1,raw_or_derived,True,False,Derived from raw row/column variation plus words_per_row.
formal_8x64_wpr4,num_words,64,DERIVED_FROM_RAW_VARIATION,/data1/qujh/work/external/OpenYield/size_optimization/experiment.py,54a82ebe66bc91eefc6a6dd4435db7a53ce133591c6c632cfda2d6ec2f3dd4e1,raw_or_derived,True,False,Derived from num_rows * words_per_row.
formal_8x64_wpr4,words_per_row,4,PROJECT_MUX_RULE,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/M11_openyield_config_variation/current_supported_config/M11_variation_support_report.json,624bcf8127a32859efc6b5744ad4fcbb0da4da2c0dcd0b2f55edbe8707f46b28,raw_or_derived,True,False,Current project only proves mux ratios 1/2/4 from explicit supported variations.
formal_8x64_wpr4,num_rows,16,RAW_VARIATION_SPACE,/data1/qujh/work/external/OpenYield/size_optimization/experiment.py,54a82ebe66bc91eefc6a6dd4435db7a53ce133591c6c632cfda2d6ec2f3dd4e1,raw_or_derived,True,False,Row choice present in experiment variation space with num_arrays=512.
formal_8x64_wpr4,num_cols,32,RAW_VARIATION_SPACE,/data1/qujh/work/external/OpenYield/size_optimization/experiment.py,54a82ebe66bc91eefc6a6dd4435db7a53ce133591c6c632cfda2d6ec2f3dd4e1,raw_or_derived,True,False,Column choice present in experiment variation space.
formal_8x64_wpr4,addr_width,6,DERIVED_FROM_LOGICAL_NUM_WORDS,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/M11_openyield_config_variation/current_supported_config/M11_variation_support_report.json,624bcf8127a32859efc6b5744ad4fcbb0da4da2c0dcd0b2f55edbe8707f46b28,raw_or_derived,True,False,Derived from num_words.
formal_8x64_wpr4,num_banks,1,CANONICAL_SINGLE_BANK_CONTRACT,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/docs/mapping/openyield_top_bank_semantic_contract.json,3b3f77f6bd29f4ec0a59d8d51f92c29ef175327f55e5555d042ea5b87936f258,raw_or_derived,True,False,Current canonical top-bank contract supports exactly one bank.
formal_8x64_wpr4,num_ports,1,CANONICAL_SINGLE_PORT_CONTRACT,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/docs/mapping/openyield_top_bank_semantic_contract.json,3b3f77f6bd29f4ec0a59d8d51f92c29ef175327f55e5555d042ea5b87936f258,raw_or_derived,True,False,Current canonical SRAM top contract uses one shared read/write port.
formal_4x32_wpr2,word_size,4,DERIVED_FROM_RAW_VARIATION,/data1/qujh/work/external/OpenYield/size_optimization/experiment.py,54a82ebe66bc91eefc6a6dd4435db7a53ce133591c6c632cfda2d6ec2f3dd4e1,raw_or_derived,True,False,Derived from raw row/column variation plus words_per_row.
formal_4x32_wpr2,num_words,32,DERIVED_FROM_RAW_VARIATION,/data1/qujh/work/external/OpenYield/size_optimization/experiment.py,54a82ebe66bc91eefc6a6dd4435db7a53ce133591c6c632cfda2d6ec2f3dd4e1,raw_or_derived,True,False,Derived from num_rows * words_per_row.
formal_4x32_wpr2,words_per_row,2,PROJECT_MUX_RULE,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/M11_openyield_config_variation/current_supported_config/M11_variation_support_report.json,624bcf8127a32859efc6b5744ad4fcbb0da4da2c0dcd0b2f55edbe8707f46b28,raw_or_derived,True,False,Current project only proves mux ratios 1/2/4 from explicit supported variations.
formal_4x32_wpr2,num_rows,16,RAW_VARIATION_SPACE,/data1/qujh/work/external/OpenYield/size_optimization/experiment.py,54a82ebe66bc91eefc6a6dd4435db7a53ce133591c6c632cfda2d6ec2f3dd4e1,raw_or_derived,True,False,Row choice present in experiment variation space with num_arrays=.
formal_4x32_wpr2,num_cols,8,RAW_VARIATION_SPACE,/data1/qujh/work/external/OpenYield/size_optimization/experiment.py,54a82ebe66bc91eefc6a6dd4435db7a53ce133591c6c632cfda2d6ec2f3dd4e1,raw_or_derived,True,False,Column choice present in experiment variation space.
formal_4x32_wpr2,addr_width,5,DERIVED_FROM_LOGICAL_NUM_WORDS,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/M11_openyield_config_variation/current_supported_config/M11_variation_support_report.json,624bcf8127a32859efc6b5744ad4fcbb0da4da2c0dcd0b2f55edbe8707f46b28,raw_or_derived,True,False,Derived from num_words.
formal_4x32_wpr2,num_banks,1,CANONICAL_SINGLE_BANK_CONTRACT,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/docs/mapping/openyield_top_bank_semantic_contract.json,3b3f77f6bd29f4ec0a59d8d51f92c29ef175327f55e5555d042ea5b87936f258,raw_or_derived,True,False,Current canonical top-bank contract supports exactly one bank.
formal_4x32_wpr2,num_ports,1,CANONICAL_SINGLE_PORT_CONTRACT,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/docs/mapping/openyield_top_bank_semantic_contract.json,3b3f77f6bd29f4ec0a59d8d51f92c29ef175327f55e5555d042ea5b87936f258,raw_or_derived,True,False,Current canonical SRAM top contract uses one shared read/write port.
formal_16x16_wpr1,word_size,16,DERIVED_FROM_RAW_VARIATION,/data1/qujh/work/external/OpenYield/size_optimization/experiment.py,54a82ebe66bc91eefc6a6dd4435db7a53ce133591c6c632cfda2d6ec2f3dd4e1,raw_or_derived,True,False,Derived from raw row/column variation plus words_per_row.
formal_16x16_wpr1,num_words,16,DERIVED_FROM_RAW_VARIATION,/data1/qujh/work/external/OpenYield/size_optimization/experiment.py,54a82ebe66bc91eefc6a6dd4435db7a53ce133591c6c632cfda2d6ec2f3dd4e1,raw_or_derived,True,False,Derived from num_rows * words_per_row.
formal_16x16_wpr1,words_per_row,1,PROJECT_MUX_RULE,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/M11_openyield_config_variation/current_supported_config/M11_variation_support_report.json,624bcf8127a32859efc6b5744ad4fcbb0da4da2c0dcd0b2f55edbe8707f46b28,raw_or_derived,True,False,Current project only proves mux ratios 1/2/4 from explicit supported variations.
formal_16x16_wpr1,num_rows,16,RAW_VARIATION_SPACE,/data1/qujh/work/external/OpenYield/size_optimization/experiment.py,54a82ebe66bc91eefc6a6dd4435db7a53ce133591c6c632cfda2d6ec2f3dd4e1,raw_or_derived,True,False,Row choice present in experiment variation space with num_arrays=1024.
